M	A	Rank	Composite
RBM3	0.0173757717411512	1.34320946232107	1365.2641509434	RBM3: 1365.2641509434
AC115618.2	8.74970013207929e-08	3.57260597874368e-05	27065.1603773585	AC115618.2: 27065.1603773585
WDR13	0.0147360721585028	1.04188570164772	1750.83018867925	WDR13: 1750.83018867925
WAS	0.000275927517508827	0.0104051250859087	17465.4433962264	WAS: 17465.4433962264
SUV39H1	0.000453484799887877	0.0249186006828217	14232.7547169811	SUV39H1: 14232.7547169811
AC231533.1	3.2121273697745e-06	0.000408939777618578	26496.6886792453	AC231533.1: 26496.6886792453
GLOD5	0.000256730751877478	0.0238959831091546	17482.320754717	GLOD5: 17482.320754717
GATA1	4.69912957913515e-08	0.000734792571882754	26553.9150943396	GATA1: 26553.9150943396
HDAC6	0.00368815870809033	0.262704549448872	6530.83018867925	HDAC6: 6530.83018867925
ERAS	1.68464873547584e-05	0.00165032486377057	24881.9905660377	ERAS: 24881.9905660377
PCSK1N	0.216855823065554	6.9294257870297	18	PCSK1N: 18
PQBP1	0.0124189967363507	0.793132008487931	2216.32075471698	PQBP1: 2216.32075471698
TIMM17B	0.0192955490226441	1.20975087899859	1448.75471698113	TIMM17B: 1448.75471698113
SLC35A2	0.00300978790463744	0.248087828767116	7910.11320754717	SLC35A2: 7910.11320754717
PIM2	0.00237038353491645	0.089388161419469	9140.64150943396	PIM2: 9140.64150943396
OTUD5	0.00380209319783191	0.30329028561456	6182.75471698113	OTUD5: 6182.75471698113
KCND1	0.000140815188229975	0.0112592333710728	18564.1226415094	KCND1: 18564.1226415094
GRIPAP1	0.00605542597605976	0.51459154758347	4234.22641509434	GRIPAP1: 4234.22641509434
TFE3	0.00248648372663547	0.180997279467649	8436.2641509434	TFE3: 8436.2641509434
CCDC120	0.00131212050470709	0.105405431713135	10461.3962264151	CCDC120: 10461.3962264151
PRAF2	0.0102141357373683	0.713547513845087	3042.15094339623	PRAF2: 3042.15094339623
WDR45	0.00728953491508643	0.504445372357335	3982.92452830189	WDR45: 3982.92452830189
GPKOW	0.00370892888061927	0.258667021628895	6686	GPKOW: 6686
MAGIX	0.00426495239401252	0.272347580206959	6213.88679245283	MAGIX: 6213.88679245283
PLP2	0.0263998352296158	2.28127746888264	873.792452830189	PLP2: 873.792452830189
PRICKLE3	0.00120348744132507	0.0929999423352351	10998.4339622642	PRICKLE3: 10998.4339622642
SYP	0.0124041393534266	1.28075952253372	1984.16981132075	SYP: 1984.16981132075
SYP-AS1	1.29227763522877e-07	0.000118389486503523	27063.8490566038	SYP-AS1: 27063.8490566038
CACNA1F	3.21085591608498e-05	0.00269397442646959	24169.3113207547	CACNA1F: 24169.3113207547
CCDC22	0.00323535621430504	0.228500216950097	6947.83018867925	CCDC22: 6947.83018867925
FOXP3	9.77463923648902e-06	0.00160675465781975	25622.3773584906	FOXP3: 25622.3773584906
AC232271.3	2.59156047206012e-05	0.00204380842210273	24647.7358490566	AC232271.3: 24647.7358490566
PPP1R3F	0.00318594295214056	0.24285291108271	7086.47169811321	PPP1R3F: 7086.47169811321
AC232271.1	0.000146009966478274	0.0153109819794461	18763.2547169811	AC232271.1: 18763.2547169811
AC232271.2	0.000126239587459334	0.0127280860588641	21785.3679245283	AC232271.2: 21785.3679245283
GAGE10	5.15188231837273e-06	0.00092571204090187	26474.9811320755	GAGE10: 26474.9811320755
GAGE12J	0	0	27241.6698113208	GAGE12J: 27241.6698113208
GAGE13	0	0	27241.6698113208	GAGE13: 27241.6698113208
GAGE2E	0	0	27241.6698113208	GAGE2E: 27241.6698113208
GAGE12B	0	0	27241.6698113208	GAGE12B: 27241.6698113208
GAGE12C	0	0	27241.6698113208	GAGE12C: 27241.6698113208
GAGE12D	0	0	27241.6698113208	GAGE12D: 27241.6698113208
GAGE12F	0	0	27241.6698113208	GAGE12F: 27241.6698113208
GAGE12E	0	0	27241.6698113208	GAGE12E: 27241.6698113208
GAGE12G	0	0	27241.6698113208	GAGE12G: 27241.6698113208
GAGE12H	0	9.72944042261259e-06	27241.6698113208	GAGE12H: 27241.6698113208
GAGE1	0	6.68543281751054e-05	27241.6698113208	GAGE1: 27241.6698113208
GAGE2A	0	2.27548155462657e-05	27241.6698113208	GAGE2A: 27241.6698113208
PAGE1	0	1.42193142360929e-05	27241.6698113208	PAGE1: 27241.6698113208
PAGE4	8.62661662922184e-07	0.000224670188096078	27046.6509433962	PAGE4: 27046.6509433962
USP27X-AS1	0.000153667011131731	0.0166404139907294	19314.0188679245	USP27X-AS1: 19314.0188679245
USP27X	0.00162541265829084	0.137189554815608	9985.43396226415	USP27X: 9985.43396226415
CLCN5	0.00156053450173335	0.140824894305615	9939.84905660377	CLCN5: 9939.84905660377
AKAP4	0	7.66097283107396e-05	27241.6698113208	AKAP4: 27241.6698113208
CCNB3	0.000115535720932314	0.0120355727917991	19894.6981132075	CCNB3: 19894.6981132075
DGKK	6.04395730267851e-06	0.00032820411570434	26302.2735849057	DGKK: 26302.2735849057
SHROOM4	0.000118902190949548	0.012265977277464	19401.8962264151	SHROOM4: 19401.8962264151
BMP15	0	0	27241.6698113208	BMP15: 27241.6698113208
LINC01284	9.05217523559165e-05	0.0103745855874511	20308.5849056604	LINC01284: 20308.5849056604
AC233976.1	4.37164083975344e-05	0.00836935920763066	22182.7452830189	AC233976.1: 22182.7452830189
AC233976.2	1.2906863327363e-06	0.000352713960144061	26682.4245283019	AC233976.2: 26682.4245283019
NUDT10	0.000107824073790726	0.0101366101505405	21416.9150943396	NUDT10: 21416.9150943396
AL158055.1	0.000251702554422291	0.0232802396457264	16352.8301886792	AL158055.1: 16352.8301886792
EZHIP	1.25726992149789e-05	0.00168555385574661	25688.4433962264	EZHIP: 25688.4433962264
NUDT11	0.000760526675571546	0.0499869931924549	13211.1886792453	NUDT11: 13211.1886792453
LINC01496	2.76284368038092e-07	0.000214098299637841	27064.7169811321	LINC01496: 27064.7169811321
CENPVL3	2.54995618322379e-05	0.00175779621496763	25435.0188679245	CENPVL3: 25435.0188679245
CENPVL2	0	0	27241.6698113208	CENPVL2: 27241.6698113208
CENPVL1	0	0	27241.6698113208	CENPVL1: 27241.6698113208
GSPT2	0.00304426377437911	0.288135591239071	7376.67924528302	GSPT2: 7376.67924528302
MAGED1	0.0162683010791426	1.11340452469277	1654.05660377358	MAGED1: 1654.05660377358
AC239585.1	0	0	27241.6698113208	AC239585.1: 27241.6698113208
AC239585.2	8.74483051129951e-06	0.000657377173115987	26648.7830188679	AC239585.2: 26648.7830188679
MAGED4B	0	0.000153244830090502	27241.6698113208	MAGED4B: 27241.6698113208
MAGED4	3.25184592347785e-06	0.00159689669091525	26686.4528301887	MAGED4: 26686.4528301887
AC231759.2	3.14080921055511e-05	0.00246222189137856	23620.0943396226	AC231759.2: 23620.0943396226
AC245177.1	0	0	27241.6698113208	AC245177.1: 27241.6698113208
XAGE2	3.46066852721366e-07	0.000280771344498114	27074.7924528302	XAGE2: 27074.7924528302
XAGE1A	0	0	27241.6698113208	XAGE1A: 27241.6698113208
XAGE1B	0	0	27241.6698113208	XAGE1B: 27241.6698113208
SSX7	0	4.1463409577633e-06	27241.6698113208	SSX7: 27241.6698113208
SSX2	0	0	27241.6698113208	SSX2: 27241.6698113208
SSX2B	0	0	27241.6698113208	SSX2B: 27241.6698113208
SPANXN5	0	5.80006421091737e-05	27241.6698113208	SPANXN5: 27241.6698113208
XAGE5	0	1.52662608123323e-05	27241.6698113208	XAGE5: 27241.6698113208
XAGE3	2.05100014796205e-06	0.000727444734988511	26680.4339622641	XAGE3: 26680.4339622641
FAM156B	0	1.31997867994157e-05	27241.6698113208	FAM156B: 27241.6698113208
AC234031.1	3.29676005391203e-06	0.000873185705455457	26507.2924528302	AC234031.1: 26507.2924528302
FAM156A	2.11003246170377e-05	0.00142245787929907	24860.7924528302	FAM156A: 24860.7924528302
GPR173	0.000362350625597259	0.0313659064506679	14874.0660377358	GPR173: 14874.0660377358
TSPYL2	0.0128111543910003	0.665364601383933	1924.71698113208	TSPYL2: 1924.71698113208
AL591212.1	0	4.17024357841075e-05	27241.6698113208	AL591212.1: 27241.6698113208
KANTR	0.00137963110304225	0.149832823031536	10690.7169811321	KANTR: 10690.7169811321
KDM5C	0.00427731228395563	0.327572669060956	5712.11320754717	KDM5C: 5712.11320754717
KDM5C-IT1	4.84167242994159e-05	0.00834713046178258	23751.0283018868	KDM5C-IT1: 23751.0283018868
IQSEC2	0.000603261893721215	0.0435106160822175	13448.4528301887	IQSEC2: 13448.4528301887
SMC1A	0.0082407707994677	0.641052077233182	3098.20754716981	SMC1A: 3098.20754716981
RIBC1	0.000607646436029918	0.0430839094335717	13257.0188679245	RIBC1: 13257.0188679245
HSD17B10	0.0191790024434286	1.15479543083278	1268.1320754717	HSD17B10: 1268.1320754717
AC233728.1	1.31650456642408e-07	0.000224335379304089	27060.1698113208	AC233728.1: 27060.1698113208
HUWE1	0.0103570744198319	0.926194685637545	2378.94339622642	HUWE1: 2378.94339622642
PHF8	0.00245096730901781	0.167999806655148	8039.79245283019	PHF8: 8039.79245283019
FAM120C	0.00127553656713452	0.111998610970879	10648.7641509434	FAM120C: 10648.7641509434
WNK3	0.00217638426104792	0.223805344609244	8632.94339622642	WNK3: 8632.94339622642
TSR2	0.015018779121565	0.968594663099292	1732.62264150943	TSR2: 1732.62264150943
FGD1	0.000618081353123603	0.0494526796356288	12897.0283018868	FGD1: 12897.0283018868
GNL3L	0.00372220694636568	0.298132801024817	6467.75471698113	GNL3L: 6467.75471698113
ITIH6	0	6.97410286846095e-05	27241.6698113208	ITIH6: 27241.6698113208
MAGED2	0.0266332776742198	1.87051040443688	747.698113207547	MAGED2: 747.698113207547
TRO	0.000905233146682175	0.0468986351858501	12264	TRO: 12264
PFKFB1	1.9130852689455e-05	0.00142342291258658	25113.8679245283	PFKFB1: 25113.8679245283
APEX2	0.00253102653319137	0.183463091361587	8711.50943396226	APEX2: 8711.50943396226
ALAS2	6.84534273141959e-05	0.00559776536918041	22325.6037735849	ALAS2: 22325.6037735849
PAGE2B	6.18530543245213e-06	0.00130755703156701	26145.179245283	PAGE2B: 26145.179245283
PAGE2	7.22367134383972e-07	0.0003674102581021	26892.6603773585	PAGE2: 26892.6603773585
FAM104B	0.00752800763151793	0.483678870721227	4300.07547169811	FAM104B: 4300.07547169811
MTRNR2L10	0.00273397684005756	0.0644196390269797	13353.4433962264	MTRNR2L10: 13353.4433962264
PAGE5	2.42622589771951e-07	0.000273341867011544	26884.9339622641	PAGE5: 26884.9339622641
PAGE3	0	4.50254731614411e-06	27241.6698113208	PAGE3: 27241.6698113208
MAGEH1	0.010574909496996	0.863435567637556	2835.50943396226	MAGEH1: 2835.50943396226
USP51	0.00252765830151905	0.264883026444139	8140.32075471698	USP51: 8140.32075471698
FOXR2	0	0.000113944069291304	27241.6698113208	FOXR2: 27241.6698113208
RRAGB	0.00396729570688844	0.292913536637843	6475.2641509434	RRAGB: 6475.2641509434
AL050309.1	0.00101055364981416	0.089455463050025	11554.2075471698	AL050309.1: 11554.2075471698
KLF8	0.00060500557390636	0.0489616789262659	13424.141509434	KLF8: 13424.141509434
UBQLN2	0.00771700762994521	0.634807593842395	3749.05660377358	UBQLN2: 3749.05660377358
AL354793.1	3.88065733771639e-06	0.00172177617641833	26483.4056603774	AL354793.1: 26483.4056603774
NBDY	0.0285307348244053	1.80087199621777	816.471698113208	NBDY: 816.471698113208
SPIN3	0.00138429237988767	0.100453688430354	10888.7547169811	SPIN3: 10888.7547169811
AL139397.1	0	0.000608115639638163	27241.6698113208	AL139397.1: 27241.6698113208
SPIN2B	0.00229689236510128	0.146107666890803	9248.2641509434	SPIN2B: 9248.2641509434
AL022157.1	8.51626003469557e-05	0.0140833833066064	20134.9905660377	AL022157.1: 20134.9905660377
SPIN2A	0.00010740215358676	0.0147061190537157	20990.5188679245	SPIN2A: 20990.5188679245
Z83745.1	0.000444919586965362	0.0223370401287952	14489.3490566038	Z83745.1: 14489.3490566038
FAAH2	0.00192185564216572	0.149320882092833	9321.35849056604	FAAH2: 9321.35849056604
ZXDB	0.000838119623423777	0.0803199268396945	12206.5849056604	ZXDB: 12206.5849056604
NLRP2B	2.59951556691137e-05	0.00184329233905777	26602.2452830189	NLRP2B: 26602.2452830189
ZXDA	0.000424646359812471	0.0401466433777499	14196.0849056604	ZXDA: 14196.0849056604
LINC01278	0.00281777583250485	0.264199596457111	7780.28301886792	LINC01278: 7780.28301886792
SPIN4	0.000661744580850525	0.0452445510738772	12744.7735849057	SPIN4: 12744.7735849057
SPIN4-AS1	3.19899424548187e-07	0.000265335375096337	26880.2169811321	SPIN4-AS1: 26880.2169811321
ARHGEF9	0.00539345455840645	0.496592397029129	4827.49056603774	ARHGEF9: 4827.49056603774
ARHGEF9-IT1	1.11216577128179e-06	0.000353758467477873	26876.7547169811	ARHGEF9-IT1: 26876.7547169811
AMER1	0.000260847053071816	0.0175819417267795	15343.7169811321	AMER1: 15343.7169811321
AL356317.2	1.10563749945973e-05	0.0012343815277194	26038.2735849057	AL356317.2: 26038.2735849057
ASB12	1.85116623941881e-05	0.00118039494926894	25288.641509434	ASB12: 25288.641509434
MTMR8	4.56318184071759e-05	0.00691101717428239	22531.9339622641	MTMR8: 22531.9339622641
ZC4H2	0.00110895515496642	0.0677948023477851	11448.0566037736	ZC4H2: 11448.0566037736
ZC3H12B	0.000201474319373678	0.0196408606251354	17729.4905660377	ZC3H12B: 17729.4905660377
LAS1L	0.00407072242780435	0.276406716535667	6061.07547169811	LAS1L: 6061.07547169811
MSN	0.0148980283342976	0.636395417761624	1735.16981132075	MSN: 1735.16981132075
AL034397.2	3.53284151604608e-09	2.32368282916588e-05	27081.0849056604	AL034397.2: 27081.0849056604
AL034397.3	1.37627557094684e-06	0.000421210873987454	25869.320754717	AL034397.3: 25869.320754717
VSIG4	2.72322987013616e-05	0.00513357321773013	21607.7830188679	VSIG4: 21607.7830188679
HEPH	0.000105971544248088	0.0166212821148605	19799.4528301887	HEPH: 19799.4528301887
EDA2R	0.000572765633126806	0.0516428372127365	13596.5754716981	EDA2R: 13596.5754716981
AR	0.000477981963217997	0.0500679126688065	13784.0471698113	AR: 13784.0471698113
AL157700.1	2.00612159115911e-05	0.00189510400085431	24824.7547169811	AL157700.1: 24824.7547169811
OPHN1	0.000729758397905298	0.0651261311491601	12638.6509433962	OPHN1: 12638.6509433962
YIPF6	0.0142946399954	1.36388004256441	1847.64150943396	YIPF6: 1847.64150943396
STARD8	2.82466373434859e-05	0.00563466786806164	22758.6226415094	STARD8: 22758.6226415094
EFNB1	0.00168961842648822	0.117209793646064	10058.5849056604	EFNB1: 10058.5849056604
PJA1	0.00484101170397948	0.301473855841014	5608.8679245283	PJA1: 5608.8679245283
LINC00269	2.49615309567941e-05	0.00535695929850443	23321.5660377359	LINC00269: 23321.5660377359
FAM155B	0.000365890443731981	0.0299615423192529	15624.1886792453	FAM155B: 15624.1886792453
AL158069.1	0	4.13543551305247e-06	27241.6698113208	AL158069.1: 27241.6698113208
EDA	0.000614220078529858	0.0545586146626919	13043.3396226415	EDA: 13043.3396226415
AL158141.1	0	2.11816072804254e-05	27241.6698113208	AL158141.1: 27241.6698113208
AWAT2	0	0.000148865061477923	27241.6698113208	AWAT2: 27241.6698113208
OTUD6A	1.09693960187429e-05	0.00254241880857111	25661.1320754717	OTUD6A: 25661.1320754717
IGBP1	0.01394270417132	1.03994789345064	1893.77358490566	IGBP1: 1893.77358490566
IGBP1-AS2	4.04232975888964e-07	0.000570007772009119	27054.2452830189	IGBP1-AS2: 27054.2452830189
IGBP1-AS1	0	0.000209398029369308	27241.6698113208	IGBP1-AS1: 27241.6698113208
DGAT2L6	2.17030407174154e-07	0.000110189919693113	27056.179245283	DGAT2L6: 27056.179245283
AWAT1	0	0.000346463506234609	27241.6698113208	AWAT1: 27241.6698113208
P2RY4	0	0.000100723597353903	27241.6698113208	P2RY4: 27241.6698113208
ARR3	0	5.64274201942816e-05	27241.6698113208	ARR3: 27241.6698113208
RAB41	0	4.37307313798063e-05	27241.6698113208	RAB41: 27241.6698113208
PDZD11	0.00952447113500351	0.62479016002386	3082.35849056604	PDZD11: 3082.35849056604
KIF4A	8.23438862680184e-05	0.00469704445026062	22463.3773584906	KIF4A: 22463.3773584906
GDPD2	5.89475933156875e-06	0.000202018188334934	26824.0471698113	GDPD2: 26824.0471698113
AL139398.1	1.5134197416554e-05	0.0018482971464387	25441.0094339623	AL139398.1: 25441.0094339623
DLG3	0.00230123474718553	0.223077307854951	8442.8679245283	DLG3: 8442.8679245283
DLG3-AS1	0.00085933859117271	0.0576929771417848	13014.4528301887	DLG3-AS1: 13014.4528301887
TEX11	0.00011459960902542	0.00850971818308621	23194.9245283019	TEX11: 23194.9245283019
SLC7A3	0	8.15297212593608e-05	27241.6698113208	SLC7A3: 27241.6698113208
SNX12	0.00473138855446037	0.298000951517865	6192.05660377359	SNX12: 6192.05660377359
FOXO4	0.000364828808445736	0.0261107494201424	14973.8490566038	FOXO4: 14973.8490566038
CXorf65	4.64446732570296e-07	5.19843225461469e-05	26899.5849056604	CXorf65: 26899.5849056604
IL2RG	8.53939279232229e-05	0.00545754202351749	20708.9622641509	IL2RG: 20708.9622641509
MED12	0.00168602950144695	0.12717122079398	9977.80188679245	MED12: 9977.80188679245
NLGN3	9.57758653237187e-06	0.00067608905174986	25156.358490566	NLGN3: 25156.358490566
AL590764.1	1.52532845392976e-06	0.000783672567779471	25512.858490566	AL590764.1: 25512.858490566
GJB1	0.00183244769887253	0.118052962787726	10749.4905660377	GJB1: 10749.4905660377
ZMYM3	0.00231819742661177	0.152502595390185	8494.05660377358	ZMYM3: 8494.05660377358
NONO	0.0208565451476572	1.37684516086627	1080.67924528302	NONO: 1080.67924528302
ITGB1BP2	2.23853563529406e-05	0.00325048867279493	25107.5471698113	ITGB1BP2: 25107.5471698113
TAF1	0.00238923700100435	0.209442895660502	8004.20754716981	TAF1: 8004.20754716981
OGT	0.00911654017946444	0.532632892524698	2968.37735849057	OGT: 2968.37735849057
GCNA	0.000313794646656091	0.0264010890785115	15722.8490566038	GCNA: 15722.8490566038
CXCR3	2.92648011425756e-06	0.00103276958525273	25522.7830188679	CXCR3: 25522.7830188679
BX276092.9	0	3.97248399413487e-05	27241.6698113208	BX276092.9: 27241.6698113208
LINC00891	7.51740922540512e-05	0.00485007088706424	20793.2735849057	LINC00891: 20793.2735849057
CXorf49	0	0	27241.6698113208	CXorf49: 27241.6698113208
CXorf49B	0	0	27241.6698113208	CXorf49B: 27241.6698113208
NHSL2	0.00219109574902483	0.119682634760549	9559.64150943396	NHSL2: 9559.64150943396
RTL5	0.0030912947130623	0.215156344874422	7580.88679245283	RTL5: 7580.88679245283
PIN4	0.0215286454302538	1.11827839226362	1196.83018867925	PIN4: 1196.83018867925
ERCC6L	2.98665914643679e-05	0.00175380936708942	23900.9056603774	ERCC6L: 23900.9056603774
RPS4X	0.0891076268620107	7.41047311830888	72.4528301886792	RPS4X: 72.4528301886792
CITED1	0.00026732337429862	0.0148178874210564	17074.2641509434	CITED1: 17074.2641509434
HDAC8	0.00359334793187098	0.354878041719309	6645.37735849057	HDAC8: 6645.37735849057
PHKA1	0.00106070699372451	0.0855389957042293	11320.2169811321	PHKA1: 11320.2169811321
PHKA1-AS1	9.15223963918404e-08	0.000150370112561564	27060.1132075472	PHKA1-AS1: 27060.1132075472
DMRTC1B	0	6.16308203644847e-05	27241.6698113208	DMRTC1B: 27241.6698113208
FAM226B	0.00162391698973174	0.13021650253649	10222.7169811321	FAM226B: 10222.7169811321
FAM236B	0	0	27241.6698113208	FAM236B: 27241.6698113208
FAM236D	0	0	27241.6698113208	FAM236D: 27241.6698113208
DMRTC1	0	0	27241.6698113208	DMRTC1: 27241.6698113208
FAM236C	0	0	27241.6698113208	FAM236C: 27241.6698113208
FAM236A	0	0	27241.6698113208	FAM236A: 27241.6698113208
PABPC1L2B-AS1	0	0	27241.6698113208	PABPC1L2B-AS1: 27241.6698113208
PABPC1L2B	0	0.000192188395854835	27241.6698113208	PABPC1L2B: 27241.6698113208
PABPC1L2A	3.53634747374364e-07	0.000296065759219778	27074.3867924528	PABPC1L2A: 27074.3867924528
AL662864.1	0	0	27241.6698113208	AL662864.1: 27241.6698113208
NAP1L2	0.0036968457744484	0.222975125225355	6700.15094339623	NAP1L2: 6700.15094339623
CDX4	0	1.13497880477295e-05	27241.6698113208	CDX4: 27241.6698113208
CHIC1	0.00155493390536391	0.141265795886379	10083.641509434	CHIC1: 10083.641509434
TSIX	0.000390508298127388	0.0158477297960181	18295.4339622641	TSIX: 18295.4339622641
XIST	0.00798741855407394	1.02320024743774	11939.679245283	XIST: 11939.679245283
FTX	0.0123157719627621	1.35999214271149	1985.15094339623	FTX: 1985.15094339623
JPX	0.0135218149108561	1.22893533390706	1891.83018867925	JPX: 1891.83018867925
AL353804.1	2.61575523305453e-05	0.00529042944507737	24206.4716981132	AL353804.1: 24206.4716981132
AL353804.2	2.07493902643607e-06	0.000361210891031655	26713	AL353804.2: 26713
Z83843.1	0.00158438097927709	0.217122996560085	9758.30188679245	Z83843.1: 9758.30188679245
ZCCHC13	0	1.62938714774249e-05	27241.6698113208	ZCCHC13: 27241.6698113208
SLC16A2	0.000677758970552449	0.0637471093167387	12858.0471698113	SLC16A2: 12858.0471698113
