p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FADS2	3.09711754783895e-239	0.257512249822119	0.443	0.3	8.59109436595047e-235	3	FADS2
AKR1B1	8.46424444194618e-239	0.256484662694787	0.527	0.37	2.34789676575145e-234	3	AKR1B1
HSPB11	2.0649267446957e-238	0.250940022332842	0.575	0.432	5.72790029711141e-234	3	HSPB11
FUCA1	2.59687981674354e-238	0.283913095583808	0.611	0.465	7.2034849236649e-234	3	FUCA1
SEM1	3.59731063255104e-238	0.291023816856501	0.921	0.838	9.97857996363334e-234	3	SEM1
SORT1	4.1991174843233e-238	0.245119444694916	0.459	0.311	1.16479319897644e-233	3	SORT1
PPIA	4.23194868985375e-238	0.28157939763112	0.973	0.917	1.17390024707853e-233	3	PPIA
CRELD1	7.39315605326048e-238	0.258741045660963	0.543	0.401	2.05078755761392e-233	3	CRELD1
TALDO1	2.43109393646081e-237	0.268835189676631	0.796	0.683	6.74361147034863e-233	3	TALDO1
ROBO2	1.25874022341859e-236	0.232971966871286	0.313	0.179	3.49161950574082e-232	3	ROBO2
AC006369.1	1.55853087525148e-236	0.221702060241013	0.325	0.198	4.32320879486007e-232	3	AC006369.1
MAGEH1	1.56056611289952e-236	0.268385016537749	0.53	0.388	4.32885434057197e-232	3	MAGEH1
RPL18A	4.11381244087801e-236	0.315997027162766	0.997	0.981	1.14113043297515e-231	3	RPL18A
ATP1A1	4.70458983373378e-236	0.290641199381502	0.86	0.774	1.30500617397941e-231	3	ATP1A1
SYNGR2	1.73081410436624e-235	0.253680112391583	0.483	0.347	4.80110524410151e-231	3	SYNGR2
PCSK1N	1.99257177929205e-235	0.226322483618522	1	1	5.52719485857823e-231	3	PCSK1N
FAM120A	2.24130696025336e-235	0.26481662078121	0.616	0.482	6.2171613770468e-231	3	FAM120A
ROMO1	2.42183717096908e-235	0.312527313754487	0.897	0.784	6.71793412855113e-231	3	ROMO1
RPAIN	3.70959943674293e-235	0.258804101604164	0.687	0.562	1.02900578775812e-230	3	RPAIN
UQCRB	1.83096068496528e-234	0.305158904803681	0.993	0.964	5.07890184402519e-230	3	UQCRB
IFI27L1	1.93435689271062e-234	0.265980661417397	0.569	0.425	5.36571258468998e-230	3	IFI27L1
SMCO4	2.68160666406244e-234	0.282829997863679	0.664	0.521	7.4385087254428e-230	3	SMCO4
CACNA1A	6.58360775320003e-234	0.335620974879946	0.737	0.592	1.82622695466016e-229	3	CACNA1A
NDUFAF8	6.80841921390999e-234	0.303580505563598	0.781	0.646	1.88858740574649e-229	3	NDUFAF8
ATP5MD	7.24936204795189e-234	0.30596134402871	0.966	0.898	2.01090053848137e-229	3	ATP5MD
SEC31A	1.03296751442326e-233	0.268438137478655	0.736	0.628	2.86534858825869e-229	3	SEC31A
HSBP1	1.38817321014513e-233	0.276043125495649	0.953	0.869	3.85065366762157e-229	3	HSBP1
GCNT1	1.46112110577973e-233	0.287934406901072	0.563	0.428	4.05300383532239e-229	3	GCNT1
DDB1	1.55371406207856e-233	0.258943407647534	0.611	0.484	4.30984743679972e-229	3	DDB1
CD63	1.65572500523171e-233	0.267996886517762	1	0.997	4.59281559201224e-229	3	CD63
NDUFB3	3.59499902285791e-233	0.294396076001405	0.879	0.762	9.97216778950554e-229	3	NDUFB3
RHBDD2	3.72092658917157e-233	0.289465845437534	0.675	0.553	1.0321478265703e-228	3	RHBDD2
ALDH9A1	4.08569709365709e-233	0.247633452613358	0.578	0.445	1.13333151680954e-228	3	ALDH9A1
AURKAIP1	1.64114908668816e-232	0.27370692087609	0.888	0.789	4.55238345156428e-228	3	AURKAIP1
GOLGA2	1.75711091697065e-232	0.262270611955339	0.643	0.518	4.87404997258489e-228	3	GOLGA2
DDX17	3.29017894176475e-232	0.270646449116279	0.857	0.791	9.12662736656125e-228	3	DDX17
RPL17	1.08102135363756e-231	0.328859334595857	0.999	0.991	2.99864513285523e-227	3	RPL17
SLC38A10	1.21091002861095e-231	0.284654832652058	0.656	0.526	3.3589433283639e-227	3	SLC38A10
RPS3A1	2.05153230558857e-231	0.327143601898288	0.999	0.99	5.69074546247213e-227	3	RPS3A
EID1	3.25581063119257e-231	0.279464267396041	0.959	0.894	9.03129310986507e-227	3	EID1
ANAPC5	9.38058882241688e-231	0.241066721294707	0.544	0.415	2.60208153345022e-226	3	ANAPC5
MRPS15	2.36771754664604e-230	0.253198438006449	0.634	0.501	6.56781170264145e-226	3	MRPS15
ANXA6	2.39112613023941e-230	0.280222182581416	0.681	0.557	6.6327447726711e-226	3	ANXA6
FAU	5.838064561973e-230	0.267438220583311	0.997	0.982	1.61942072884569e-225	3	FAU
C9orf162	6.8771290970223e-230	0.366772078949352	0.919	0.78	1.90764684022301e-225	3	C9orf16
MRPS34	1.95433243405033e-229	0.26617162993291	0.73	0.596	5.42112273881221e-225	3	MRPS34
SCARB2	2.46498899762806e-229	0.288779764543573	0.907	0.847	6.83763298052048e-225	3	SCARB2
PCYOX1	1.01918411227742e-228	0.248518310328075	0.504	0.37	2.82711480904634e-224	3	PCYOX1
EFHD2	1.08247242513702e-228	0.252101805594634	0.567	0.433	3.00267026008758e-224	3	EFHD2
ATP5F1E1	1.51935631246226e-228	0.326680936576818	0.998	0.982	4.21454247513907e-224	3	ATP5F1E
RDH11	5.36675579150233e-228	0.258899936857676	0.682	0.571	1.48868438900483e-223	3	RDH11
COX5B	8.38348570561806e-228	0.292330892215007	0.968	0.905	2.32549509988139e-223	3	COX5B
CCND3	8.40455938124767e-228	0.237824582542026	0.49	0.35	2.33134072676429e-223	3	CCND3
DDX5	9.15256897204724e-228	0.277182593728282	0.952	0.91	2.53883110715618e-223	3	DDX5
EIF3K	1.40524330740919e-227	0.277433486260203	0.932	0.858	3.89800441042235e-223	3	EIF3K
HINT11	1.55851839010732e-227	0.294342410530958	0.993	0.962	4.32317416231868e-223	3	HINT1
BRK11	4.13548441966544e-227	0.281259590710484	0.918	0.816	1.147142023171e-222	3	BRK1
CD59	5.01205167224301e-227	0.259860453412064	0.976	0.944	1.39029301336349e-222	3	CD59
CSTB1	9.1332766935659e-227	0.298681745719867	0.962	0.894	2.53347962202825e-222	3	CSTB
TRAPPC5	2.60056940828866e-226	0.25683277722473	0.898	0.807	7.21371948165191e-222	3	TRAPPC5
FASN	3.10270773025649e-226	0.220132918399895	0.337	0.217	8.60660097295848e-222	3	FASN
RPS27A	4.8955124754283e-226	0.283994421056144	0.999	0.994	1.35796620555906e-221	3	RPS27A
EPCAM	5.30721688647821e-226	0.264540437847013	0.986	0.969	1.47216889214019e-221	3	EPCAM
ETFDH	9.33386876257088e-226	0.234637188886078	0.473	0.342	2.58912185604954e-221	3	ETFDH
SLC35B1	1.06780474893411e-225	0.269531878575938	0.67	0.548	2.96198359306832e-221	3	SLC35B1
MXD4	1.32495640923963e-225	0.223085333470351	0.395	0.264	3.67529658358982e-221	3	MXD4
MYDGF	1.696189382706e-225	0.324477599863074	0.887	0.804	4.70505972868817e-221	3	MYDGF
COX6A1	2.26199967835764e-225	0.265323573033141	0.979	0.949	6.27456090779626e-221	3	COX6A1
TCEAL8	5.88395394705545e-225	0.281744295035827	0.774	0.646	1.63214998537371e-220	3	TCEAL8
LIN7B	9.1607201442194e-225	0.227203728403802	0.433	0.297	2.54109216080502e-220	3	LIN7B
NDUFB8	1.03942816299121e-224	0.280527249306189	0.965	0.914	2.88326978132132e-220	3	NDUFB8
AMACR	2.95051813133624e-224	0.23722349375081	0.396	0.268	8.1844422445136e-220	3	AMACR
PSD	1.30370543658521e-223	0.244604644175035	0.464	0.325	3.61634851054373e-219	3	PSD
GNAQ	1.77504727325837e-223	0.248111709266077	0.524	0.388	4.92380363129141e-219	3	GNAQ
EIF4A21	2.26936676480098e-223	0.290031435351724	0.957	0.911	6.29499646888143e-219	3	EIF4A2
NDUFAB1	2.56441657968539e-223	0.27566134407128	0.902	0.806	7.11343515038931e-219	3	NDUFAB1
RPS12	2.71848885900125e-223	0.328791904019266	0.995	0.979	7.54081624598358e-219	3	RPS12
TMEM238	5.10109327976351e-223	0.283107057776883	0.633	0.527	1.4149922648736e-218	3	TMEM238
DNAJC4	8.15189286547031e-223	0.268345788950725	0.557	0.417	2.26125356195281e-218	3	DNAJC4
MRPL23	8.67891804789575e-223	0.276571181320504	0.555	0.414	2.4074450773058e-218	3	MRPL23
RPL15	1.63773596077188e-222	0.299670613431524	0.999	0.994	4.54291578158513e-218	3	RPL15
P3H3	2.29485350900546e-222	0.259934886157642	0.492	0.353	6.36569414863024e-218	3	P3H3
ATP6V1E1	2.31804459838047e-222	0.253828319390189	0.751	0.64	6.43002391144759e-218	3	ATP6V1E1
TMEM14B	2.65395830220701e-222	0.275975471530562	0.774	0.644	7.36181493449201e-218	3	TMEM14B
NME2	3.34815731387091e-222	0.294519836494311	0.987	0.95	9.28745357294653e-218	3	NME2
YWHAE	4.14801512771723e-222	0.255041963194156	0.972	0.927	1.15061791627748e-217	3	YWHAE
COPZ1	6.79825986429217e-222	0.274261931050396	0.915	0.835	1.88576930375601e-217	3	COPZ1
RPS7	9.51024461135681e-222	0.279691436588689	0.997	0.984	2.63804675274427e-217	3	RPS7
EEF2	1.09338491908829e-221	0.296231377250022	0.975	0.945	3.032940427059e-217	3	EEF2
BCAT2	1.89051258682082e-221	0.22344281669867	0.399	0.266	5.24409286458228e-217	3	BCAT2
GABARAPL2	1.99392434242767e-221	0.2724982872095	0.93	0.849	5.53094673346012e-217	3	GABARAPL2
RPS5	3.81919866535803e-221	0.306212567763064	0.996	0.972	1.05940751778367e-216	3	RPS5
PHLDB3	4.0749300441543e-221	0.206535554525213	0.341	0.211	1.13034484494796e-216	3	PHLDB3
FAM174A	8.35132003886517e-221	0.249385426145528	0.556	0.425	2.31657266558081e-216	3	FAM174A
BEX2	9.84952017230763e-221	0.302724509546023	0.909	0.826	2.73215840059641e-216	3	BEX2
TRAPPC6A	1.86127624087954e-220	0.225479356606443	0.419	0.28	5.16299416457576e-216	3	TRAPPC6A
MSRB2	2.00949886884392e-220	0.25527900988926	0.65	0.51	5.57414891228616e-216	3	MSRB2
ST13	2.05242082309721e-220	0.269779138855742	0.875	0.789	5.69321012118934e-216	3	ST13
MARCKS	3.92508678518242e-220	0.275679711310561	0.832	0.754	1.08877982334175e-215	3	MARCKS
TIMM13	9.92093925321197e-220	0.266885652973149	0.735	0.601	2.75196933944847e-215	3	TIMM13
SH3KBP1	1.59828690071088e-219	0.221484480638434	0.401	0.269	4.43348803388191e-215	3	SH3KBP1
HSPA8	4.09079126753614e-219	0.348019141752097	0.939	0.853	1.13474458970185e-214	3	HSPA8
RPL7	1.47617774231054e-218	0.305636709005882	0.99	0.962	4.0947694393952e-214	3	RPL7
CCM2	1.50288603284313e-218	0.2364978624113	0.506	0.372	4.16885556650355e-214	3	CCM2
WDR34	2.16608720008087e-218	0.208579814110685	0.376	0.246	6.00850928430432e-214	3	WDR34
PSMB6	2.4841750207491e-218	0.263105910079379	0.878	0.783	6.89085309005592e-214	3	PSMB6
APBB1	2.9251499628805e-218	0.244994353088932	0.479	0.341	8.11407348203423e-214	3	APBB1
RPL9	3.14390602611096e-218	0.298860063866634	0.998	0.989	8.72088092582919e-214	3	RPL9
CDC42BPA	3.79728699914364e-218	0.241438088628298	0.561	0.438	1.05332944069245e-213	3	CDC42BPA
NDUFA5	4.00606093567599e-218	0.272646833276325	0.867	0.772	1.11124124294716e-213	3	NDUFA5
RPS6	8.06826258807824e-218	0.316304752948047	0.998	0.984	2.23805535930702e-213	3	RPS6
SMPD1	8.90242879021497e-218	0.286205054182296	0.726	0.608	2.46944472211773e-213	3	SMPD1
AC106795.2	9.30258693362795e-218	0.255494998199793	0.408	0.262	2.58044458951906e-213	3	AC106795.2
INSM1	1.33554571936586e-217	0.291585266350196	0.498	0.359	3.70467027094897e-213	3	INSM1
SRP9	3.38705813774527e-217	0.272406860713351	0.884	0.783	9.3953605682916e-213	3	SRP9
WNK1	3.72447267502235e-217	0.24158695254368	0.581	0.455	1.03313147532445e-212	3	WNK1
SHISAL2B1	4.37268103605403e-217	0.281173827117065	0.365	0.229	1.21293799259103e-212	3	SHISAL2B
RPS25	1.07192070108451e-216	0.303409718048248	0.994	0.971	2.97340083273832e-212	3	RPS25
CCDC57	1.54669178932918e-216	0.241009174532765	0.442	0.298	4.29036835442021e-212	3	CCDC57
NAA201	3.25013321979719e-216	0.339974771064356	0.959	0.902	9.01554453839544e-212	3	NAA20
ISL1	4.08273733838078e-216	0.340828213483538	0.815	0.695	1.13251051029345e-211	3	ISL1
GTF2H5	4.68701872034558e-216	0.26973199568194	0.793	0.662	1.30013212283666e-211	3	GTF2H5
CYB5R3	1.6793209416539e-215	0.265998022237564	0.756	0.642	4.65826836005376e-211	3	CYB5R3
SAP18	1.91690892868963e-215	0.253924536709111	0.934	0.867	5.31731367729217e-211	3	SAP18
CMIP	2.30014740272625e-215	0.24309345739541	0.519	0.397	6.38037888042234e-211	3	CMIP
RPS3	4.00316062532317e-215	0.306755782166507	0.999	0.989	1.1104367258584e-210	3	RPS3
RPS15A	4.08810505436246e-215	0.306113250487988	0.995	0.975	1.1339994610296e-210	3	RPS15A
TM7SF2	4.37060495681943e-215	0.249594952740803	0.496	0.358	1.21236210897214e-210	3	TM7SF2
CCS	4.67172205646369e-215	0.213402184428374	0.459	0.339	1.29588898124246e-210	3	CCS
PRDX6	4.98674349915071e-215	0.262454880046491	0.746	0.629	1.38327277922942e-210	3	PRDX6
GRSF1	6.91655681362339e-215	0.263337239574972	0.69	0.582	1.91858369453099e-210	3	GRSF1
SMIM30	1.66418488215514e-214	0.26385241626874	0.641	0.502	4.61628244461013e-210	3	SMIM30
TMED7	2.27200965456401e-214	0.255343994287506	0.708	0.598	6.3023275807951e-210	3	TMED7
FAM3C	3.15006674947755e-214	0.26347164046307	0.689	0.575	8.73797015637579e-210	3	FAM3C
TBCA	9.14850986718091e-214	0.260374330279461	0.942	0.873	2.53770515205731e-209	3	TBCA
VWA5B2	9.90150849653498e-214	0.217297416670099	0.424	0.296	2.74657944185384e-209	3	VWA5B2
CRELD2	1.03859842766869e-213	0.277490288108419	0.653	0.532	2.88096817851018e-209	3	CRELD2
RPS27	1.17410679548415e-213	0.32252147370437	0.997	0.985	3.25685483999349e-209	3	RPS27
SLC25A3	2.20728642846972e-213	0.269727322487105	0.927	0.867	6.12279182393215e-209	3	SLC25A3
REX1BD	5.11090675252333e-213	0.251857810746905	0.601	0.458	1.41771442408245e-208	3	REX1BD
SNHG32	1.70389319242732e-212	0.321535028683297	0.797	0.683	4.72642932647415e-208	3	SNHG32
HMGCR	2.82870742136672e-212	0.231501758657129	0.382	0.264	7.84655151612913e-208	3	HMGCR
FBXO9	3.04111626363756e-212	0.234076166355404	0.537	0.4	8.43575240370423e-208	3	FBXO9
ARL3	5.05236618878972e-212	0.268924360305722	0.814	0.698	1.40147585710838e-207	3	ARL3
PCP4	8.62547341363336e-212	0.452438497131828	0.693	0.524	2.39262007020776e-207	3	PCP4
PSAP	1.76533523505732e-211	0.247832070201496	0.976	0.958	4.8968634085255e-207	3	PSAP
RPS19	6.88600373774881e-211	0.307120667156822	0.998	0.982	1.91010857681414e-206	3	RPS19
CLPTM1L	1.39889849110051e-210	0.237272443823584	0.575	0.447	3.88040452446371e-206	3	CLPTM1L
SURF1	3.68789089291629e-210	0.254534632306734	0.672	0.541	1.02298405478605e-205	3	SURF1
CMPK1	5.93276279327233e-210	0.248920506994721	0.719	0.607	1.64568907122581e-205	3	CMPK1
TP53TG1	6.50446336995244e-210	0.248945211330296	0.579	0.431	1.80427309419111e-205	3	TP53TG1
RPL22	1.5699745727819e-209	0.279071340708926	0.991	0.96	4.35495246743972e-205	3	RPL22
GLUL	3.61943407168965e-209	0.285451623793323	0.46	0.32	1.00399481714599e-204	3	GLUL
GCSH	4.15768286481967e-209	0.208576760272321	0.451	0.317	1.15329964987233e-204	3	GCSH
RRBP1	4.6854310222672e-209	0.263312278827153	0.688	0.588	1.2996917112667e-204	3	RRBP1
NIPSNAP3A	5.04786713374879e-209	0.22695717439894	0.493	0.359	1.40022786423058e-204	3	NIPSNAP3A
ATP5F1B	1.12035158381189e-208	0.280268759299818	0.923	0.859	3.1077432583358e-204	3	ATP5F1B
GNB1	2.26145165595059e-208	0.244255665176344	0.776	0.687	6.27304074844136e-204	3	GNB1
POMGNT1	2.53675316105341e-208	0.222591413076396	0.476	0.342	7.03669959344606e-204	3	POMGNT1
TSPYL1	3.98827820556558e-208	0.23784148830395	0.544	0.417	1.10630849144184e-203	3	TSPYL1
POLR2J	5.54708515624051e-208	0.252519739462626	0.751	0.621	1.53870595148955e-203	3	POLR2J
UFC1	2.91007260063923e-207	0.256968693912944	0.821	0.715	8.07225038691315e-203	3	UFC1
HDDC2	5.09690442617935e-207	0.249196901808125	0.616	0.477	1.41383031877789e-202	3	HDDC2
SEC13	9.8739144615094e-207	0.244133786870161	0.579	0.447	2.73892513247809e-202	3	SEC13
RPS16	1.12088157273978e-206	0.288989495741926	0.994	0.971	3.10921339462287e-202	3	RPS16
TAX1BP1	1.21444219330502e-206	0.245342549147022	0.786	0.693	3.3687412000088e-202	3	TAX1BP1
HNRNPA3	1.29816327405372e-206	0.250123583065571	0.844	0.761	3.60097510589762e-202	3	HNRNPA3
CFAP410	2.83783824007543e-206	0.204946093558236	0.352	0.222	7.87187949414523e-202	3	CFAP410
P2RX4	5.61563570505931e-206	0.213294900115726	0.419	0.298	1.5577211882264e-201	3	P2RX4
AKAP9	6.87386095667508e-206	0.268303312518828	0.83	0.746	1.9067402907721e-201	3	AKAP9
RPL14	8.88119523514107e-206	0.275991872883036	0.997	0.98	2.46355474627578e-201	3	RPL14
SCP2	1.71763944333188e-205	0.269230400120646	0.887	0.79	4.7645600518583e-201	3	SCP2
MTCH1	1.87716439632609e-205	0.247184044542222	0.815	0.724	5.20706631896894e-201	3	MTCH1
DYNLT11	4.52540700230887e-205	0.24715521862379	0.853	0.744	1.25530264837046e-200	3	DYNLT1
TCEAL4	5.09175009760797e-205	0.254248758393413	0.849	0.755	1.41240055957548e-200	3	TCEAL4
ITGB11	5.88502261924429e-205	0.23715638282538	0.971	0.932	1.63244642435217e-200	3	ITGB1
BAG1	5.96428667094936e-205	0.267284835710133	0.79	0.672	1.65443347965464e-200	3	BAG1
TMEM179B	6.48480404757117e-205	0.249560631950403	0.665	0.548	1.79881979475577e-200	3	TMEM179B
SCOC	7.71913531195336e-205	0.242894941851121	0.764	0.65	2.14121094418274e-200	3	SCOC
CALCOCO2	1.39793709371282e-204	0.235195038827685	0.666	0.55	3.87773770424998e-200	3	CALCOCO2
BRD7	1.86546901141573e-204	0.232606632418075	0.606	0.493	5.1746244907661e-200	3	BRD7
RIMBP2	3.05576023572641e-204	0.212551932906565	0.388	0.263	8.4763733178815e-200	3	RIMBP2
LIPA	3.29439079895008e-204	0.208269841923071	0.395	0.269	9.13831063720763e-200	3	LIPA
CAPNS1	3.64307249846115e-204	0.249283610092404	0.73	0.614	1.01055188034814e-199	3	CAPNS1
PCBP2	1.06047177401226e-203	0.265231806379098	0.842	0.753	2.94164265393261e-199	3	PCBP2
NEURL1	1.28503830136037e-203	0.254151578810079	0.588	0.44	3.56456774414354e-199	3	NEURL1
CHD4	1.5043062692113e-203	0.244107582029252	0.559	0.44	4.17279516016523e-199	3	CHD4
MRPL20	1.92824432894622e-203	0.25459193803519	0.831	0.714	5.34875694406391e-199	3	MRPL20
PTOV1	1.98465474190213e-203	0.243016444732895	0.604	0.475	5.50523378856233e-199	3	PTOV1
LSM5	2.39909498011602e-203	0.247649686671813	0.68	0.551	6.65484956534382e-199	3	LSM5
YIPF3	1.18976707416831e-202	0.260052581389964	0.722	0.614	3.30029488703548e-198	3	YIPF3
RPL35A1	3.19809119619802e-202	0.279881616355023	0.994	0.969	8.8711851691337e-198	3	RPL35A
G6PC3	4.4702440294025e-202	0.252961589394369	0.587	0.461	1.24000099131596e-197	3	G6PC3
RPS231	6.23483179563141e-202	0.29807701460941	0.997	0.984	1.7294799917902e-197	3	RPS23
SND1	1.33943740942114e-201	0.235825319467336	0.605	0.487	3.71546542999331e-197	3	SND1
PEPD	4.08906924192981e-201	0.234731064777942	0.57	0.439	1.13426691701891e-196	3	PEPD
NPTN	4.42626498147634e-201	0.251659893117952	0.733	0.636	1.22780164321172e-196	3	NPTN
AP1S1	8.57715047744561e-201	0.251529192557151	0.731	0.615	2.37921577093864e-196	3	AP1S1
ZNF428	9.61415796541665e-201	0.250550088198612	0.694	0.561	2.66687127802693e-196	3	ZNF428
ROGDI	1.15745630891674e-200	0.227060639816106	0.473	0.337	3.21066805530416e-196	3	ROGDI
PPP2CB	2.63491551000114e-200	0.23335423630826	0.654	0.543	7.30899213319215e-196	3	PPP2CB
SUB1	3.55785148625314e-200	0.253207702560313	0.942	0.868	9.8691242377176e-196	3	SUB1
APRT	6.8166256997552e-200	0.260313902923879	0.831	0.724	1.8908638028551e-195	3	APRT
SNF8	1.27896039766446e-199	0.245235535777986	0.664	0.534	3.54770824708146e-195	3	SNF8
TRAPPC1	1.86524362572071e-199	0.259181236975904	0.827	0.711	5.17399929338668e-195	3	TRAPPC1
RABL6	2.7906930822982e-199	0.238524026239074	0.604	0.482	7.74110354098698e-195	3	RABL6
TUBA4A	2.98202091143164e-199	0.298067844826251	0.838	0.749	8.27182780622023e-195	3	TUBA4A
KLHDC2	5.69094209150903e-199	0.232047539692303	0.542	0.412	1.57861042676369e-194	3	KLHDC2
TP53I13	6.69696279073281e-199	0.250954243870075	0.674	0.558	1.85767050852138e-194	3	TP53I13
NDUFV1	8.04353490794134e-199	0.237199215025046	0.62	0.493	2.23119614811385e-194	3	NDUFV1
PREPL	1.85109068869007e-198	0.237267737619797	0.62	0.506	5.13474046135739e-194	3	PREPL
TOMM5	2.25658724516659e-198	0.267634371241643	0.796	0.682	6.2595473593676e-194	3	TOMM5
NDUFB6	8.85377713181588e-198	0.259078813751825	0.815	0.703	2.45594923859441e-193	3	NDUFB6
SLC29A1	1.3933108598052e-197	0.245275603209583	0.513	0.391	3.86490499401365e-193	3	SLC29A1
ZNF580	4.5169635566446e-197	0.244506555696981	0.627	0.494	1.25296052097764e-192	3	ZNF580
TMBIM4	4.77286927889746e-197	0.249058833860544	0.85	0.761	1.32394620927337e-192	3	TMBIM4
APP	8.73147336928302e-197	0.251903360747025	0.926	0.897	2.42202339790542e-192	3	APP
PHTF2	4.70955586506209e-196	0.232783066701769	0.518	0.397	1.30638370140957e-191	3	PHTF2
REEP3	5.29892858226422e-196	0.244279734682053	0.694	0.587	1.46986979943427e-191	3	REEP3
MRPL33	6.59407400495114e-196	0.253153817087353	0.806	0.693	1.8291301882334e-191	3	MRPL33
DPP7	7.28726123896609e-196	0.25953802127546	0.928	0.881	2.0214133950768e-191	3	DPP7
FLNB	8.71918468049822e-196	0.228654103469175	0.595	0.478	2.4186146385234e-191	3	FLNB
CAMK2G1	9.71481609170655e-196	0.329312857714848	0.509	0.339	2.69479283567848e-191	3	CAMK2G
DACH1	1.5720830928746e-195	0.236146659123737	0.389	0.262	4.36080129132486e-191	3	DACH1
GGA2	2.07148770959569e-195	0.238437347804441	0.514	0.39	5.74609975764747e-191	3	GGA2
DCAF11	2.32536185979915e-195	0.201168440791829	0.418	0.294	6.45032126289685e-191	3	DCAF11
SCAMP5	3.89832728032424e-195	0.211607879447878	0.452	0.328	1.08135700428914e-190	3	SCAMP5
MDP1	5.19611699144011e-195	0.231133041371948	0.569	0.43	1.44135089225557e-190	3	MDP1
ZCRB1	6.92931765936361e-195	0.239152622944672	0.719	0.603	1.92212342553087e-190	3	ZCRB1
GSTO2	2.56413085194616e-194	0.241818010699024	0.605	0.471	7.11264257021346e-190	3	GSTO2
TNFSF10	8.13439746942213e-194	0.271176367102313	0.403	0.274	2.256400514043e-189	3	TNFSF10
RACK11	1.7175071437478e-193	0.273363268578707	0.995	0.977	4.76419306604203e-189	3	RACK1
KCNK3	1.98114843067287e-193	0.237712705681694	0.596	0.471	5.49550763184349e-189	3	KCNK3
NDUFC11	2.71072248880826e-193	0.26610449367436	0.911	0.805	7.51927311170523e-189	3	NDUFC1
SMIM4	4.62894529011486e-193	0.249616494061582	0.591	0.451	1.28402313402496e-188	3	SMIM4
RAB2A	5.73913127624912e-193	0.23900437586563	0.904	0.839	1.59197762471874e-188	3	RAB2A
WDR13	7.79538406519717e-193	0.225887523990346	0.554	0.43	2.16236158584504e-188	3	WDR13
ARPP19	1.50075953759615e-192	0.239352028405214	0.782	0.68	4.16295688133795e-188	3	ARPP19
HLA-B1	1.81817796368446e-192	0.286587146055064	0.966	0.931	5.04344385346433e-188	3	HLA-B
NAPA	6.65729492536471e-192	0.246869482191588	0.692	0.569	1.84666703934692e-187	3	NAPA
RTN3	7.36432758643965e-192	0.229104265311387	0.767	0.67	2.04279082920249e-187	3	RTN3
SLIRP	1.20453643612216e-191	0.253761863738375	0.835	0.726	3.34126362015925e-187	3	SLIRP
MTLN	2.8765971943875e-191	0.248324113026534	0.705	0.577	7.97939295751148e-187	3	MTLN
TM7SF3	3.16085545779443e-191	0.230724631833358	0.514	0.396	8.76789695437598e-187	3	TM7SF3
FAM234A	4.03255164630529e-191	0.222342895424194	0.481	0.357	1.11858950116862e-186	3	FAM234A
ARL1	4.43023165085627e-191	0.23957267354632	0.774	0.67	1.22890195763102e-186	3	ARL1
PLA2G12A	1.29491604105526e-190	0.232530743741378	0.598	0.471	3.59196760628317e-186	3	PLA2G12A
