Disease_State	Top2markers:expression	Cell_Type	q0	q5	q10	q15	q20	q25	q30	q35	q40	q45	q50	q55	q60	q65	q70	q75	q80	q85	q90	q95	q100
ND	PECAM1:2.4|COL1A1:0.4	Endothelial	1.079107452	1.637242919	1.783166609	2.077761292	2.100651008	2.168011958	2.313606507	2.366619961	2.401700873	2.513653142	2.610488698	2.701455133	2.850946013	2.973723367	3.245724068	3.31662907	3.551427227	3.605842924	3.684259129	3.967199724	10.84479322
ND	PECAM1:2|INS:1.9	Endothelial	0.26487856	1.11060399	1.64077672	1.80591213	1.92838222	2.08591281	2.22593784	2.32841259	2.4161713	2.53536388	2.70343466	2.85490977	2.97345825	3.1762604	3.30536421	3.52894442	3.71754353	4.26697616	4.77076279	5.12871566	7.24577569
ND	PECAM1:2.4|HLA-DPB1:0.6	Endothelial	1.73623035	1.76195154	2.07207687	2.32036087	2.42682691	2.45779281	2.5184068	2.68093568	2.75227029	2.89703529	3.28753756	3.34757443	3.53346327	3.76314218	3.86888089	4.09139842	4.49918365	4.69457852	4.81091239	5.14530227	6.10602103
ND	PECAM1:3.8|GCG:1.9	Endothelial	2.52E+00	5.27E+00	5.73E+00	6.01E+00	6.31E+00	6.54E+00	6.69E+00	6.93E+00	7.08E+00	7.26E+00	7.49E+00	7.72E+00	7.83E+00	8.05E+00	8.30E+00	8.48E+00	8.68E+00	9.45E+00	1.06E+01	1.16E+01	3.53E+01
ND	PECAM1:2.6|INS:1.4	Endothelial	0.28889866	2.38614946	2.59484314	2.94490513	3.27329982	3.53213026	3.62302314	3.79420001	3.92862295	4.01909064	4.15797861	4.25240889	4.37188041	4.57214851	4.7292198	4.86157366	5.31494769	5.87511049	6.14816963	6.83286321	13.60945091
ND	PECAM1:3.5|GCG:2.8	Endothelial	3.50729046	5.01953311	6.14371966	6.33499341	6.71780643	7.16167873	7.43459167	7.73024082	7.90500878	7.98984315	8.08733581	8.39872422	8.59756255	8.95172547	9.07413963	9.40189228	9.85528379	10.04603039	12.398563	16.37164043	29.17186408
ND	PECAM1:4.3|GCG:1.7	Endothelial	2.969970852	4.222939867	4.31234206	4.542072746	4.821410819	4.990971021	5.119668129	5.249631869	5.379758473	5.660551078	5.870561738	6.197759641	6.386989469	6.59103305	6.815403222	6.95654984	7.358432217	8.143354641	8.98714204	11.21333819	14.86657135
ND	PECAM1:4.2|COL1A1:0.7	Endothelial	2.94845544	3.61367099	3.9306435	4.07957745	4.30488356	4.40250526	4.79034099	4.94204016	5.32531921	5.47666248	5.55969544	5.77600237	5.90033781	5.95689093	6.17129632	6.37461139	6.49170332	6.79759001	7.15938082	7.70034903	12.40546267
ND	PECAM1:4|COL1A1:0.5	Endothelial	0.02645298	3.17951252	3.85275744	4.11587351	4.47680092	5.06902729	5.36429129	5.50225488	5.5348274	5.64212233	5.71243352	5.81236562	5.88625563	6.03504416	6.26385936	6.53478113	6.91600387	7.54655999	8.00605593	8.32347344	8.95076242
ND	PECAM1:3.5|GCG:1.3	Endothelial	0.012127391	2.559421167	3.707182981	4.183173064	5.289342519	5.774589685	6.118924371	6.463542556	6.789872818	7.32471063	7.562798396	7.707216068	8.017743066	8.515004437	9.412785618	10.08700304	11.26884813	11.9895136	14.0159462	17.09978935	32.65887476
ND	PECAM1:3.7|GCG:2.7	Endothelial	0.6367912	2.2452359	3.0299778	3.8314201	4.398913	4.7242416	5.0297055	5.2339545	5.5844421	5.8516352	6.0497701	6.3945005	6.5664765	6.986963	7.3301553	7.8722472	8.609854	9.3965295	12.3737945	17.3495709	39.6847974
ND	HLA-DPB1:2.4|INS:1	Immune	1.953464433	2.270897169	2.412256743	2.763224918	3.00668535	3.174387551	3.218919002	3.46435223	3.769231494	3.854527593	3.914448663	4.044833598	4.181157214	4.240058327	4.648556104	5.060225315	5.316743722	5.725406101	6.029710134	7.316535497	10.10106742
ND	HLA-DPB1:2|CD86:0.7	Immune	1.97591111	3.16574209	3.408936	3.71185722	4.32853541	4.69809355	5.17469521	5.84236907	5.91522503	6.16479031	6.49046758	6.60250494	6.89069728	7.02564474	7.16082482	7.56654198	8.16812968	8.67738866	9.08368865	10.60441308	18.78348806
ND	HLA-DPB1:2.6|GCG:2.2	Immune	4.18E+00	6.27E+00	7.36E+00	7.70E+00	8.03E+00	8.44E+00	8.81E+00	8.98E+00	9.06E+00	9.22E+00	9.54E+00	9.61E+00	1.04E+01	1.15E+01	1.20E+01	1.23E+01	1.26E+01	1.28E+01	1.47E+01	1.73E+01	2.03E+01
ND	HLA-DPB1:3.1|CD86:1.8	Immune	4.84376911	6.14566674	6.70736294	6.8389549	7.13740377	7.40128771	7.60475266	7.95672753	8.1870907	8.24340454	8.51582212	8.89486585	9.2077567	9.5505281	9.77494435	10.20681358	11.05045059	11.37510421	11.54876076	11.63158289	13.05075149
ND	HLA-DPB1:2.6|GCG:1.3	Immune	0.238594689	1.506408551	3.65052681	4.694929039	5.397189795	5.695823433	6.349727701	6.873834514	7.711847111	8.645258758	9.54425514	10.12745953	11.90283597	16.22554257	17.36605885	19.57083433	22.05423311	25.78230429	27.12697257	31.64807669	38.38879203
ND	HLA-DPB1:3.1|GCG:2.6	Immune	3.5610209	4.974991	6.0722966	7.140062	8.4654114	8.7390284	9.1415299	9.6027922	10.0526921	10.0846662	10.5746718	11.17191	11.525582	11.771054	12.467241	13.140543	13.3173602	13.9130296	14.4380283	14.8306046	15.0290069
PD	GCG:9.6|INS:3.3	Alpha	0.06404717	3.52777006	4.40370063	4.94482631	5.29949007	5.5884515	5.9046988	6.15480471	6.44785033	6.71922335	7.01379565	7.28950993	7.63126288	7.96555055	8.25633605	8.66822524	9.10794382	9.62839967	10.57926978	13.23598586	29.28283931
PD	GCG:8.6|INS:6	Alpha	0.37494858	1.03238954	1.32800788	1.71055284	2.33501681	2.76846486	2.90640436	3.13864233	3.62409689	3.82872539	4.07751037	4.26261425	4.88234962	5.4075894	6.13724687	6.91915441	7.90629684	9.88521547	12.11186468	13.25656495	16.78820501
PD	GCG:2.5|INS:1.9	Alpha	1.17110579	1.43441041	2.1997551	2.80616543	2.91207829	2.98599764	3.02414942	3.20474302	3.2272617	3.30373044	3.3942205	3.42960104	3.50844598	3.56388772	4.25631443	4.43248087	4.88599283	6.0414392	8.34296478	13.57544882	24.51185639
PD	GCG:8.5|INS:6.3	Alpha	1.88997982	5.95835269	9.62529707	11.45933163	13.33144346	14.34017169	15.35084331	16.80511012	17.59036421	18.38078874	19.22952628	20.19801563	22.45800484	23.88062265	25.96118603	27.83312273	30.05237914	32.15346158	36.68153311	39.44544083	47.3068525
PD	GCG:9.1|SST:0.3	Alpha	1.398324338	7.077143577	7.597364616	8.136755366	8.528638871	8.843231782	9.206139607	9.427723253	9.650947532	9.894553235	10.12485945	10.39996565	10.61727638	10.95296427	11.23983859	11.72894523	12.17070166	12.77162174	13.32399373	14.89516436	27.54606256
PD	GCG:8.8|PPY:0.5	Alpha	1.263633078	7.218448583	8.790374722	9.582794179	10.07459313	10.38632306	10.63777706	10.88997282	11.33585077	11.48901264	11.75728828	12.08671249	12.36583524	12.6751315	13.01397091	13.47542518	14.1141338	14.57192148	15.51449998	16.72501792	25.61280212
PD	GCG:8.9|INS:1.4	Alpha	3.101465584	10.65324238	12.58596612	14.11096009	15.2688477	16.71111951	17.96400154	19.21953667	20.39573752	21.30660409	21.85588605	22.86920066	23.98723458	24.98168745	26.0540297	27.00670118	27.87577094	28.8639023	30.75721051	36.69621738	46.16667687
PD	GCG:10.4|PPY:2.2	Alpha	0.032169611	5.901105802	6.427998152	6.909640121	7.244353501	7.509225372	7.750334324	7.988105641	8.212244205	8.414774657	8.678954105	8.947413585	9.282699303	9.598072082	9.930390851	10.25206671	10.67337908	11.19391492	12.08421632	14.7459763	25.98209419
PD	GCG:9.1|INS:3.1	Alpha	6.191377955	11.47152863	13.88360775	15.36439942	16.71403176	17.94419612	19.1873488	19.99365748	20.62340543	22.40943713	23.90300042	26.64856769	27.54342254	28.83729479	30.35728856	31.68711679	33.96578369	35.66852083	38.03152707	43.98088389	49.39673428
PD	GCG:3.3|INS:3.3	Alpha	0.093684711	2.035602574	3.5934092	4.063533529	4.504673487	4.888391483	5.544643424	5.786330911	5.876616144	6.052642673	6.401447795	6.752279959	6.94784509	7.091000617	7.284893582	7.700407663	8.688035192	9.406663842	10.37634791	12.61174881	31.50058465
PD	GCG:3.4|HLA-DPB1:3	Alpha	5.156550076	5.737301776	6.877667997	7.492692412	7.616468991	7.849318377	8.048917383	8.672763029	9.107647701	9.741902275	10.35736526	10.45918584	10.6260757	10.94591703	11.41899389	11.50296846	12.04871794	13.00641588	17.24389559	21.25767387	31.31408874
PD	GCG:2.8|PPY:2.3	Alpha	0.012559174	0.776707273	1.074005399	1.153849538	1.2461668	1.561415416	2.792163338	3.369998256	3.724222998	3.990078839	4.008745494	4.965548575	5.591733824	5.852719126	5.905174162	6.097020405	6.710242669	7.387334753	8.549328358	11.40679554	17.95984871
PD	GCG:10|PPY:2.2	Alpha	0.006691888	1.371165213	2.158583492	3.068828858	3.776686509	4.389943832	4.83248821	5.335766875	5.737817849	6.227149826	6.515976743	6.917775279	7.273770633	7.74506582	8.021693139	8.390751831	8.938666716	9.565260049	10.61087762	13.79541145	24.83422947
PD	GCG:9.8|PPY:3	Alpha	0.63431843	5.136678275	6.179159385	7.091540323	7.479726322	7.868347886	8.19725574	8.375930988	8.765284094	9.091190185	9.505436732	9.724661658	10.00895209	10.37074118	10.73118533	11.11587554	11.77174268	12.47069159	13.40812067	15.45908625	32.5635797
PD	GCG:9.8|KRT19:0.1	Alpha	2.0980634	6.2536479	6.8364137	7.2057369	7.494488	7.7827513	8.0546452	8.3263639	8.5306953	8.7746333	8.9908358	9.2222598	9.483413	9.8072986	10.110768	10.5061312	10.9553999	11.4832367	12.4272533	14.0985206	22.8041053
PD	GCG:9.3|PRSS1:0.7	Alpha	3.7496042	11.9191264	14.1076411	15.476719	16.9663665	17.775236	18.2871556	18.7153464	19.3130203	20.8610807	21.1985939	21.780544	23.3147119	25.2836169	27.5520326	28.2964915	28.6549643	31.7383962	35.4640693	43.2443744	49.7895564
PD	GCG:3.3|HLA-DPB1:1.2	Alpha	5.2589495	7.5318631	8.0343565	8.571754	9.4010808	9.4676193	9.7398198	9.9298235	10.4085483	11.2513201	11.481599	11.5633536	11.8290928	12.1146348	12.9452257	13.7426502	14.2846473	14.6264514	17.2537656	21.3214712	31.3117826
PD	GCG:9.6|KRT19:0.1	Alpha	3.7421731	9.5472869	10.5507991	11.1632903	11.8387673	12.3483773	12.7081484	13.2658316	13.6394688	14.0483043	14.5317584	14.9852777	15.4893978	16.0293189	16.4992488	17.0455074	17.7902184	18.7062924	19.9654525	21.990336	34.1233912
PD	GCG:9.8|KRT19:0.2	Alpha	0.6373997	3.6801341	4.48069	5.1300638	5.694162	6.3046931	6.7845644	7.2207703	7.5586906	7.8029905	8.0672714	8.4025935	8.8183751	9.174839	9.5933157	10.1007567	10.6443966	11.1255548	12.1783266	13.8293561	21.0123696
PD	GCG:7.4|PPY:0.9	Alpha	3.6082525	6.4792787	7.1825507	7.6372155	7.9183977	8.2558305	8.5690061	8.9107725	9.2241955	9.4334382	9.815093	10.1678728	10.5247477	10.9958595	11.4475063	11.8970356	12.7028938	13.9815576	15.8004021	18.6343372	28.6395466
PD	GCG:2.4|PECAM1:1.5	Alpha	1.565724	3.5513641	4.245305	4.6403646	4.9278677	5.2664077	5.4769466	5.673194	5.8776284	6.1252066	6.4387376	6.5724114	6.8753041	7.148283	7.5691311	7.8999265	8.4594207	8.8429608	9.8561233	11.6151848	24.0947736
PD	GCG:9.6|PPY:1	Alpha	0.4376478	3.36948901	4.5656665	5.10865132	5.76832594	6.12068917	6.53502128	6.89205772	7.20445818	7.54568528	7.86280048	8.25901545	8.60163734	8.97062903	9.4098033	9.88907826	10.66525896	11.93438701	14.64102179	20.06098924	45.26714995
PD	GCG:7.5|INS:4.6	Alpha	0	0.04860693	0.10597116	0.14750854	0.34192679	0.47673016	0.60295952	0.91543527	1.30485928	2.06681604	2.44621947	3.20750464	3.88572931	4.37097048	5.30543192	6.80515462	8.29406535	9.79171609	11.57415204	15.46853487	22.21200822
PD	GCG:9.7|INS:3.3	Alpha	0.01733132	0.6959758	2.13137708	3.36748211	4.26211495	4.9239286	5.42961094	5.94635042	6.34246943	6.58590133	6.90981531	7.22306519	7.75077198	8.12294734	8.51154053	8.85500634	9.29199578	9.96642138	10.63708212	11.90818876	19.256567
PD	GCG:8.6|INS:5.3	Alpha	10.20891236	12.05010407	13.09623763	15.95252658	16.34192179	17.30946659	18.2664285	18.5806172	18.97553938	19.86833749	20.4681952	20.66569454	22.26313124	23.10650558	23.66814781	24.06008022	25.01883686	25.91089135	29.09674572	33.47432227	37.53163235
PD	GCG:8.6|INS:3.7	Alpha	6.063655939	10.34667771	13.59541268	14.49373219	15.66687596	17.28950814	18.04764329	18.86642261	19.49105754	20.28997507	21.43247091	22.63319654	24.12052776	25.38316002	26.4817797	27.06813438	28.38556291	29.41612153	33.54811369	36.55393332	45.39204201
PD	GCG:8.5|INS:2.1	Alpha	0	0.021356409	0.037193015	0.065949923	0.096327139	0.179461532	0.339758568	0.575933139	1.02840138	1.263454807	1.552351551	2.101271593	2.367340136	3.109111793	3.373206898	4.506222664	5.531614361	6.364009595	7.91669089	9.672230882	14.14394536
PD	GCG:2.6|INS:2.3	Alpha	3.177000755	6.335137024	6.494390585	6.700036512	7.015341821	7.168168764	7.211019957	8.268427655	8.323960035	8.374171279	8.446450302	8.752186325	9.0892557	9.26012907	9.39454215	9.80415272	10.07034273	10.5815846	10.85872817	10.96689704	12.43067064
PD	GCG:10.2|SST:1.4	Alpha	0.111084214	3.326507134	3.916238918	4.6713632	5.211697443	5.690097797	6.100613024	6.379121038	6.653497265	7.145094175	7.461697095	7.912133687	8.123395056	8.54173713	8.846174758	9.206461016	9.74464262	10.15580822	10.91139339	12.36240103	21.15710922
PD	GCG:9.9|INS:6.5	Alpha	1.48076542	4.04280934	4.74879509	5.17229528	5.42329561	5.65906251	5.84151084	6.06885129	6.24951479	6.46738652	6.69135498	7.01686641	7.30176726	7.56946638	7.83108268	8.19112712	8.60368624	9.312001	10.38090592	13.74360583	29.13944024
PD	GCG:8.6|INS:6.5	Alpha	0.32496835	4.04299789	4.86774381	5.30616346	5.63993563	5.92894523	6.28044435	6.58822133	6.79702468	6.98750732	7.21355257	7.46281109	7.77259287	8.00468878	8.41623032	8.85555204	9.41723076	10.17000063	11.33287153	13.07135978	35.20529819
PD	GCG:8.2|INS:7.4	Alpha	0.10354638	1.12979527	1.41718033	1.72193224	2.07767922	2.47062186	2.77271577	3.07777373	3.38732063	3.66103208	3.9624112	4.29230242	4.79965676	5.40926795	5.90688417	6.39657115	7.19225514	8.0484418	9.72037373	13.87086333	44.16031871
PD	GCG:8.9|INS:6.6	Alpha	2.44705543	8.70963438	10.28081168	10.86343583	12.09883119	12.94833243	13.67434429	14.8180938	15.71336467	16.95176108	17.34210659	18.17158954	19.21535314	20.45304347	21.12621599	22.19622006	23.52712482	24.40224984	27.10881813	29.0317253	39.66262228
PD	GCG:9.2|INS:5.5	Alpha	0.054702125	2.080363203	3.5440621	4.253136381	4.823363432	5.248290425	5.513096281	6.023485125	6.385160996	6.764427718	7.066292411	7.387577131	7.778806148	8.268967718	8.836955809	9.581345681	10.70245471	12.15181925	15.06974661	19.64165733	49.04451822
PD	GCG:10.8|INS:0.9	Alpha	0.0682311	5.94802208	6.52868297	6.85220157	7.35692138	7.68930644	7.95834627	8.1767095	8.40242296	8.61303118	8.8505907	9.10211384	9.41280206	9.62251102	9.9384254	10.50686339	11.10358336	11.6784759	12.57642507	13.63662979	19.65394917
PD	GCG:9.9|INS:3.4	Alpha	2.44552426	8.6750562	10.98772226	12.20651309	12.66030179	13.39073668	14.31610704	15.05858714	16.39146441	17.06180617	17.81095919	19.17635587	20.09865255	21.10465663	23.91794351	25.0352369	27.084353	29.39112151	33.07902252	35.34028875	46.74584991
PD	GCG:9.4|INS:2.5	Alpha	1.00680092	2.00688358	2.73719437	3.28024184	4.13000802	4.53162964	5.05673546	5.58776145	6.1434467	6.62991868	6.74320343	7.31153248	8.46866429	9.14739829	9.54159946	10.20988874	11.10941099	12.68103692	14.77359328	16.62844876	22.24789031
PD	GCG:10.6|PPY:0.5	Alpha	0	5.64900143	6.33092371	6.80197058	7.28072262	7.62162466	7.82461782	8.06208145	8.39105013	8.678643	8.87833167	9.3346997	9.73909703	10.19670725	10.61710102	10.92995149	11.39668542	12.53315714	13.88417243	16.44580823	25.86397311
PD	GCG:10.4|INS:1.3	Alpha	0.13775014	2.40558151	3.93570219	5.18565351	6.07508597	7.0519584	8.53052874	9.55734433	10.82582285	11.7452371	12.53002816	13.12882083	13.60207205	14.78134903	15.79820471	17.50566203	18.08276349	19.39897525	21.23381571	25.40502696	39.93362642
PD	GCG:9.9|INS:5.7	Alpha	0.230786903	2.858959238	3.76666987	4.353513735	5.030286831	5.466106258	5.726453186	6.025589269	6.34268317	6.61672071	6.982012558	7.308555077	7.643633247	7.951245167	8.347014001	8.76422186	9.365819444	10.22834752	11.74331358	14.75124667	31.3553815
PD	GCG:10.2|INS:5.9	Alpha	2.27066402	5.459414365	7.263503805	8.271428573	9.146084215	9.645340345	10.35318538	10.84628131	11.15414485	11.471294	11.94988319	12.40047908	12.76256163	13.25413103	13.64272959	14.16762483	15.17586617	16.14159706	17.11359624	19.54226197	26.32262169
PD	GCG:10.2|INS:4.4	Alpha	0.012541948	2.575283817	3.430058905	4.08095825	4.55200968	5.019630469	5.400711034	5.659656556	5.928605657	6.25299401	6.498163335	6.740532299	7.005291942	7.365510643	7.696871432	7.987328134	8.337345518	8.933451929	9.874725005	12.47910738	33.15343874
PD	GCG:9.9|INS:6.5	Alpha	0.07659952	3.07763317	4.59722433	5.38694169	6.0441361	6.58822532	7.11531321	7.55574802	8.04501615	8.54103939	8.99100995	9.38873951	9.79830937	10.22110196	10.78922732	11.53369676	12.53982509	14.05490173	15.96001737	19.17919492	39.39191669
PD	GCG:10.6|INS:6.4	Alpha	0.10446391	4.74098267	6.01887916	6.57098022	7.00018993	7.33722201	7.59562042	7.88013704	8.13050548	8.47954562	8.72838431	8.91940255	9.23175754	9.44494367	9.80092025	10.23489981	10.72142929	11.3376785	12.27538595	14.65120537	25.03925478
PD	GCG:9.9|INS:6.3	Alpha	0.28660032	1.28579962	1.86458032	2.53535181	2.69949353	2.86145734	3.33016128	3.64999313	3.90880841	4.29641693	4.54061778	4.90033399	5.71011805	6.25219981	6.99665846	7.61020614	8.3101951	9.08254063	9.89214896	13.45829186	20.3202744
PD	GCG:10.4|INS:6.4	Alpha	2.54053488	7.47595377	9.41265393	10.71315524	11.34468979	12.02096806	12.77263717	13.712052	14.24059624	14.98267294	15.69230502	16.20739935	16.80451091	17.35963601	18.44429308	19.28481496	20.31312384	21.88075326	24.28608882	29.68606009	41.64744761
PD	GCG:9.8|INS:3.3	Alpha	1.867067757	2.772195916	7.903098139	9.82248352	13.35655053	18.33260037	19.40151117	20.64885178	22.22385836	22.56224375	24.51251213	25.2329972	26.16168995	26.75987636	27.9762441	28.51322926	29.03354907	29.61610775	31.18752426	38.64366564	43.16949849
PD	GCG:10.4|INS:1.3	Alpha	0	3.56366782	4.739801366	5.555067	6.44396785	6.851431226	7.51305414	8.046744115	8.46805882	8.674154501	9.053417719	9.363359746	9.598791097	9.79993207	10.20617031	10.53631285	10.81896438	11.94526918	12.87586323	14.97217547	37.96258991
PD	GCG:7.6|INS:2.8	Alpha	0.070768305	0.225985811	0.55058588	0.81871167	1.276755221	1.682748602	1.801571925	2.726656039	3.119587807	4.03078961	4.78079707	5.469044716	6.305119758	7.735617629	9.286188574	13.44226577	21.29431601	30.09640887	37.77200397	44.91281938	49.38674962
PD	GCG:10.5|PPY:0.8	Alpha	0.095687223	3.518314793	4.51379158	5.14314352	5.807228561	6.201465658	6.928572494	7.411727441	7.750450426	8.152144511	8.595945367	8.97584152	9.316050417	9.652225075	10.3178677	10.83079358	11.72762671	12.1454844	13.04907269	15.37787246	33.38810327
PD	GCG:6.8|INS:1.9	Alpha	0	0.114227433	0.250138601	0.542306941	1.457576761	2.294830077	3.073237005	4.215392411	5.255157037	6.397257995	7.731647245	9.16768473	10.42783146	15.67919978	25.71350086	30.72258279	34.89175337	38.44548172	41.08711603	48.32461079	49.98625574
PD	GCG:10.1|PPY:0.9	Alpha	0.606545222	5.796663696	7.892504076	12.97229978	15.65370747	17.41899088	18.36844859	19.01757243	19.60718069	20.04570763	20.51237458	21.26719516	23.14625116	24.24311492	25.11710549	26.6557607	27.79482496	28.37414636	33.78504475	35.86860431	36.51677923
PD	GCG:10.3|INS:5.7	Alpha	0.1697991	2.5532384	4.3787882	5.2411654	5.7787577	6.1623491	6.537769	6.8687255	7.2062759	7.5244833	7.8166582	8.1658481	8.5422934	9.093687	9.6943272	10.3515169	11.6123171	13.2761139	16.7025138	21.4139882	36.7252222
PD	GCG:8.3|INS:6.9	Alpha	2.4770809	13.5878981	23.0114146	24.932702	25.9747198	28.2520218	30.1789342	31.15468	32.2540064	34.0510545	34.9736451	35.9911853	36.410705	36.848267	38.0532387	38.8035433	39.4458855	40.7953815	42.5278095	44.7664454	47.7427789
PD	INS:9.1|GCG:3.3	Beta	0.58828764	10.38288039	15.67710246	20.77683381	23.68065009	24.78216456	28.12337322	31.30372329	33.33458953	34.8913431	37.06805657	39.02060264	39.7356952	40.3748833	42.08971006	43.48230179	44.86852706	45.53365239	47.38149245	48.49797199	49.7770124
PD	INS:12.4|GCG:0.9	Beta	0.16059444	4.52101763	5.67563998	6.560369	7.21264072	7.60806818	7.95857514	8.3264412	8.91325807	9.25532824	9.85650259	10.49519131	10.89422882	11.28336123	12.06072146	13.01356353	13.89470021	15.86378367	17.50206437	18.20819299	21.78808253
PD	INS:3.7|GCG:3.1	Beta	3.03022209	4.46609381	5.1774412	5.36209888	5.56553404	5.70517798	5.8892524	6.17448778	6.27374443	6.55534292	6.67545425	6.91016761	7.24470356	7.36275795	7.60449517	7.73659874	8.69068404	9.05986382	10.20547192	13.45164714	33.63694802
PD	INS:8.8|GCG:1.3	Beta	0.19262308	1.34732049	4.53700497	10.92231536	12.22745703	13.73403687	14.93202576	15.9884437	17.52170096	18.49486929	19.55484904	20.10172399	20.88639251	21.08687383	22.04786313	22.72327749	23.90917832	24.69679239	25.83896441	28.78943723	33.04537259
PD	INS:7.1|TPSB2:4.1	Beta	2.68662322	2.98191621	3.68638614	4.69858805	5.21468157	5.24203255	5.30619061	5.35363913	5.45778839	5.64022886	6.06651656	6.29529241	6.33390551	6.39692902	6.57884756	6.87704062	7.28810941	7.48189085	7.70313331	14.49436234	23.0879862
PD	INS:12.1|GCG:1.1	Beta	0.11708194	5.23736011	6.61167195	7.32858188	7.78481075	8.47354645	8.9494794	9.33035464	9.77082497	10.17470678	10.67671657	11.07977142	11.65037708	12.25465056	13.00591534	13.84264164	14.86079992	16.59921511	18.31308285	22.18658186	38.24595668
PD	INS:12.4|GCG:0.9	Beta	0.08750714	6.18819064	7.43250135	8.41280133	8.92981301	9.22820384	9.61874506	9.92008536	10.51999428	10.75345804	11.08605085	11.39465684	11.91582715	12.35230768	13.03844476	13.96554587	15.28122322	17.18259898	20.10739502	24.33940361	39.79672141
